등락률(%),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233
-12.02,2001.09.11,"""한국, 워크아웃 사실상 실패"" .. ADB 분석","""ASEM 경제장관회의 뉴라운드 출범 합의""","대만, 日産 쇠고기 수입 금지","대만 ""내년 EU와 연락사무소 교환""","`하이닉스반도체, 금주중 맥스터사 지분 매각 입찰'","진 부총리 ""몇개 금융기관 전략적 조기 민영화""","""한국 워크아웃제도 실패작"" .. ADB보고서",대우차 임원 57명 일괄 사표 제출,[국가보증 채권발행.특별보험료 추진] 公자금 회수.상환 '묘안'찾기 고심,[국가보증 채권발행.특별보험료 추진] '특별보험료 얼마나 물리나',"한화그룹, CR리츠 활용해 1조원 현금 확보키로",'公자금 특별보험료' 물린다 .. 국감 이틀째,LG다우 여수공장 11일 준공,"(주)한국콜마, 화장품용 천연화합물 개발","KTF, 국민카드와 제휴","삼성SDI, 벽걸이 TV양산에 유리절단 신기술 적용 성공",[오늘의 경제지표] 주가.코스닥 약세,"""공적자금 상환용 특별보험료 신설 검토 대상""",울산지역 여성 CEO 사업체 수 급증,佛 2.4분기 GDP성장률 0.3%..4년만에 최저수준,재경위 국감파행,中企지원금 200억 조성 .. 광주은행,['비대칭규제' 분석] 정치권 반응,기아자동차 컨셉트카 'KACV',"['비대칭규제' 분석] 韓通,'통신빅3' 구도에 반발",[상환용 채권발행 파문 확산] 재경위 왜 시끄럽나,[상환용 채권발행 파문 확산] 公자금 회수.관리 '총체적 부실',"한화, 리츠활용 1조원 조달 .. 사옥.갤러리아등 매각 추진",상하이서 韓.中 반도체 기업상담회,쌍용양회 채권단 2차 채무조정 표류 .. (주)쌍용 지급보증 문제로,진부총리 '고함사태' 사과,"인컴아이엔씨, 홍보이사에 방송인 이매리씨",축산물 수입 잠정중단 .. 日 광우병 확산 여퍄,'무늬만 벤처' 140곳 퇴출,[함께 풀어봅시다] (19회) '금융소득종합과세에 대한 설명 중...',"보광창투, 中 벤처캐피털과 제휴",노동생산성 급속 둔화 .. 2분기 증가율 2.6% 그쳐,베이징 올림픽 特需효과 .. 中 GDP 2.8% 증가전망,"서원, 廢아스콘 상온재생공법 사용 .. 상암 경기장 주차장.도로공사","""수도권 공장 총량제 폐지 바람직""..산자부",백화점.할인점등 신고제 추진,"자동차 보험료 사실상 담합...손보,한달새 5~6차례 가격인하",[경기전망 관련 주요 발언],[2001년 9월 12일(수) 주요 경제 일정],세계경제 '바닥' 찍었나..주요기관.전문가 잇단 전망,"부동산 담보債 발행 한화,1兆규모 조성",[美관료 줄줄이 한국행] 하이닉스.車관세 '압력' 예고,어! 성균관大가 뜨네 .. '삼성경영' 벤치마킹,공자금 추가조성 파문 확산...국감 이틀째,[TNK-세계 일류를 키우자] (13) (인터뷰) 남민우 ,대기업위주 여신탈피 中企.벤처 지원확대..정건용 産銀총재,"월드컵 붐조성 24개 과제 선정 .. 행자부, 특수시책 등 발굴",[TNK-세계 일류를 키우자] (13) '신기술 동향',[TNK-세계 일류를 키우자] (13) '라우터 (네트워크 연결장비)',"외환銀, 우대금리 0.75%P 인하",'전주 비빔밥' 해외 식탁 본격 진출,한의학전문硏 대덕이전,"""우수상품 홍보지원제도 큰 성과"" .. 중소기업유통센터","싱가포르, 日産 쇠고기 수입 금지",10월중 회사채 신속인수 3개사 2천626억원 확정,"KTF ""멤버스 국민카드"" 발급","""엔低유지,고이즈미 개혁정책수정이 관건""...日경제학자",사유지내 통신시설 임대료 지급,올해 추석 상차림비용 12만∼13만원선,"지하철공사 ""과다 임금인상 아니다"" 해명",LG카드.근로복지공단 카드납부 조인식,"""자금난 중소.벤처기업 IMT주주변경 긍정검토""","S&amp;P, 日 장기 국가신용등급 전망 하향조정",백혈병환자 골수기증사업 .. 정부 예산지원 대폭 강화,"한은, '통화정책 결정방식' 경제교실 개최",김대통령 '산학연 협력계획' 지시,"서울지법, 조양상선 파산선고","WTO, 미국관련 5개 분쟁패널 설치 합의","S&amp;P도 ""日 신용 하향""..엔화급락 121.7엔 기록","보험사기 해마다 증가, 지난해 4,700여건",광둥성 5천억위앤 투입 '新광둥' 건설,"10일까지 수출 40% 감소, 무역적자는 개선","법원, 조양상선 파산 선고","""대우차 매각 임박, 가격은 이미 결정""","공정위, 7개 대기업 단체에 하도급대금 제때 지급요청",막내린 '구치 인수전'..佛 최고갑부간 訟事 피노르 인수로 끝나,'광우병' 일본상륙 .. 아시아 전역 공포 확산,"캐나다, 한국산 냉연강판 최종 덤핑판정..국내업체 영향 미미","""대우차 매각 불발설은 사실 아니다""..채권단","벤처, 해외자본 유치 나선다 .. KOTRA, 65개社 내달부터 파견","""임금 조건 저하없는 주5일근무 즉각 도입""","LG다우폴리카보네이트, 전남 여수 폴리카보네이트 공장 준공식","법사위, 계좌추적 관련 금감원장 등 증인채택","삼성SDI, 레이저로 유리 절단 기술 독자 개발..PDP라인 적용 성공","탁신 총리, 부정적 경제전망 중단 요구",텅빈 재경위,"SK텔레콤,인터넷구매시스템 구축","공정위,하도급대금 지급 협조 요청","동아특수정밀, 승용차용 자동문 개발","현대건설, '국제 경제동향 보고회' 전직원 확대","퓨쳐시스템, 일본 300만달러 수출 계약",한국정보공학 美현지법인 합작투자 추진,"엠피씨, 음성인식 텔레뱅킹시스템 개발","日정부, 광우병 감염 루트 규명 본격 착수",세향하이텍 '향수달력' 선보여,"코파네트, 휴먼프론티어와 포괄적 업무제휴","KOTRA,벤처기업해외유치단 파견","공정위,하도급대금 제때 지급 요청",내년 중반부터 IT지출 회복 전망..메릴린치,"""한국 경제불안으로 정치.사회 혼란초래""..NYT",미국 주식펀드 16억달러 순유출(8.30-9.5),"""기업구조조정촉진법 관치금융 제도화 우려""","공정위, 12일부터 초고속인터넷 시장 조사","공정위,추석 앞두고 하도급대금 적기지급 요청","은행, 해외 유가증권 투자손실 10억달러 - 금감원",국내 첫 바이오칩센터 개소,"현대상사, 트라이본닷컴과 전략적 제휴",日 기계산업 수주 감소,美 소비자 할부금융 제자리걸음,"공정위, 초고속 인터넷 접속사업자 조사",[국감현장] 산자위...중소기업 IT화 부실 우려,"충북, 자동차세 이의신청 봇물",산자부 공장총량제 폐지주장에 건교부 '발끈',"""공적자금 국민부담 1인당 250만원""","리먼 브러더스, 올해 S&amp;P 지수 목표치 하향조정","생물정보연, 바이오인포매틱스 훈련과정 개설",2분기 노동생산성 증가율 89년이후 최저,공적자금 국민 1인당 부담액 252만원 - 재경부 국감,LG DOW 폴리카보네이트 공장 준공...연산 6만5천t 규모,"산업은행, 충남지역 벤처기업대표 초청 투자설명회","삼성SDI, PDP 신공법 세계 첫 적용","인바이오넷, ""미생물제제 동남아시장 판매 대행 계약""",벤처 해외투자유치단 잇따라 파견,"IMF, 印尼에 구제금융 4억달러 집행 결정","현대차, 클릭스 프랑크푸르트 모터쇼서 발표","SSB, 한국경제 성장률 하향 조정","""공적자금 손실률 52.4%""","日, 고용중심 개혁 우선과제 마련","한국리텍, 폐기자재이용 신소재 개발","베이징올림픽, 최소 3% 경제성장 효과 기대","""중국증시규모 20010년 1조5천억달러""..모건스탠리","""美 경제 올해말부터 회복.올해 GDP는 1.6%로 하향""..NABE",공적자금 상환부담 분산 주장 제기 - 재경부 국감,"삼성, 엠펙-4 특허심사위서 8건 핵심특허 인정받아","""FRB, 연말까지 금리 3차례 추가 인하할 듯""..JP 모건 체이스",올 상반기 북미교역 부진,"""4.4분기 세계 반도체시장 회복할 것""..SIA 스칼리스회장","정부, 백혈병 골수기증사업 예산 지원","공정위, 특수판매업 통합관리체계 구축 방침",10개 부실기업 누적손실 36조원 - 재경부국감,"""지하철공사 '임금잔치' 184억원 더 써""","""한국등 亞 대기업 생존위해 변화 시급"" .. AWSJ","미국 근로자 56%, 전직 고려",상반기 독일 수출 11.4% 증가,미국 소비자 PC수요 4년내 최저수준..오디세이,"""富 변칙세습 적극 차단"" .. 손영래 국세청장 밝혀",국제금값 내림세,"미 CEA 의장 ""일본, 불량 채권 과소평가하고 있다""",국제유가 소폭 하락,"""미 경기부양위해 추가 감세 검토중""..NYT","캐나다, 한국산 냉연강판에 덤핑판정","128M, 64M SD램 하락..아시아현물시장 10일 오후","㈜보이스텍, 영어공부 사이트에 음성인식기술 적용",멕시코 7월 무역적자 5억3천만달러,英구제역 레스터셔주서 또 재발,다단계.방문판매 전국 통합관리체계 구축,"대만 LCD업계, 한국 거센 추격","전경련, 대외활동으로 경기침체 극복방안 모색","혼다, 영국내 자동차 공장 개소",제1차 한.중.일 3국 특허청장 회담 일본서 개최,"미셸린 노스 아메리카, 2천명 감원","""한국 등 亞 대기업 생존 위해 변화 시급""..AWSJ",서울시 심야전용버스 시범운행,"G 10 중앙은-IMF, 세계경제 회복 가시권 진단","美경제자문위원장 ""日경제 심각한 구조적 문제 직면""","황두연 본부장, ""EU 조선 덤핑제소면 맞제소할 것""",국제금시세 달러화 강세로 하락..273.70달러,주요 D램 가격 보합세 유지..북미현물시장,부산지역 법인신설 2개월째 감소,방문·통신판매 등 온라인 등록 가능,[국제유가] OPEC 초과생산 가능성으로 하락세,"유가 수요감소로 하락, WTI 27.63달러",미국 철강 공동감산안 각국 반응 '냉담',펜티엄Ⅲ PC 11월 단종될듯,"정통부, SW개발입찰 중소업체 한정",[어제의 경제지표] 주가 550 턱걸이 코스닥도 약보합,"회사채 신속인수, 현대가 60%이상 차지",실업자 재취업률 8.3% 불과,사채시장 '신용카드 연체대납' 확산,"'무늬만 벤처', 무더기 퇴출 판정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-11.63,2000.04.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.57,2008.10.23,日 5조엔대 경기부양책 검토,"올해 글로벌 증시, 中 -63%ㆍ日 -44%ㆍ美 -35%",[글로벌 금융위기] 컨틴전시플랜 제 때 가동하라,한경아카데미 부실채권과정,"국민연금, 국내채권 비중 높인다","카페 칸타타, 2호 종각점 개장",셀트리온 내년 매출·영업익 각각 1400억·580억 목표,크레디트스위스 11억弗 손실,"IMF行 신흥국 진출 기업 ""현지투자 재검토"" 비상",'키코식 외환손실' 신흥국 확산,준중형 신차! 초대형 전쟁!‥기아 포르테·현대 아반떼·르노삼성 SM3와 진검 승부,외환위기때 6개월만에 -60% … PBR 감안땐 850까지 내릴수도,[명품차 이야기] 아우디 'R10'‥디젤의 힘!…죽음의 24시간 레이스 휩쓸어,"中 ""경착륙 막아라' 부동산.증시 등 전방위 부양대책",상장법인 외국인 지분율 29.46%로 줄어,"[글로벌 금융위기] ""대형銀 연쇄파산ㆍ글로벌 불황 눈앞에""",금리인하 전망에…유로.파운드화 급락,총액한도대출 2.5조 확대…7년만에 증액,美 소매점 타깃 `부당가격' 보상,다음다이렉트 이창길 사장,"다단계 화물운송 손질 … 당정, 기업이 50%이상 직송 의무화","""대우일렉트로닉스 법정관리 불필요""","무역위, FTA에 의한 무역피해 첫 인정","美 10명중 8명 ""삼성 LCD TV에 100달러 이상 추가지불 하겠다""","한은 ""은행채 매입, 비상대책으로 검토""","사르코지 ""금융위기 정상회담 환영""","[Briefing] 이성태 총재 ""내년 성장률 3%대""","파키스탄, IMF에 구제금융 신청","""美소비자 80%, 100달러 비싸도 삼성LCD TV 사겠다""",기업실적부진 실물타격에 금융시장도 '흔들',"""키코中企 3곳 중 1곳, 유동성 지원방안에 불만""",두바이유 19개월만에 50달러대로 하락,"닛산, 글로벌 車시장 재편 이끄나",한국릴리 사장 우스타이젠씨,"한은, 총액한도대출 9조원으로 확대",요즘 9인승 승합차 왜 많은가 했더니…,"타임 ""바보야, 문제는 주택시장이야""","한전 ""전기요금 내년까지 30% 인상해야""","화우테크, 이탈리아 판매법인 설립 양해각서 체결","한국, G20 정상회의 참가 의미와 배경","""우리는 악마에게 영혼을 팔았다""...S&amp;P 등 신평사 직원 고백",이마트 주유소 12월 첫 선,G20 워싱턴 정상회의 누가 참석하나,"[시승기] 현대자동차/쏘나타트랜스폼 N20‥스마트키·경제운전 시스템, 첨단 편의기능 잔뜩 선보여","이성남 ""외은지점 절반 中企대출 전무""","이성태 ""만기도래 은행채 전체 매입 안돼""","獨언론 ""한국경제 11년전과는 다르다""","이윤호 ""유화업계 수출확대 힘써달라""",美주택거래 재개 기미…가격회복 난망,태양광 충전 자전거 눈에 띄네!,연비 좋아진 수입차 잇따라 상륙‥푸조 308·폭스바겐 파사트 등,"[글로벌 금융위기] 韓, 지급보증 등 '뒷북' 신뢰 상실",실물경제 위기…대규모 사업계획 차질 '가시화',원유단가 6개월만에 배럴당 100弗 아래로,[뉴욕증시] 기업실적 악화로 급락…다우 5.7%↓,"한총리 ""中企 유동성 해소에 모든 수단동원""",한국의 황소는 어디로,[글로벌 금융위기] 신흥국 줄줄이 IMF行…벌써 5개국,국제유가 7.5% 급락…16개월래 최저치,美 모기지 대출자 400억弗지원,주식 공매도 금지 내년까지 연장 가능,[글로벌 금융위기] 경제 펀더멘털 의심받는 대한민국,불황때 웃는 햄버거 … 맥도날드 '1弗메뉴' 등 인기,"""美소비심리 위축, 세계 경제전망에 `먹구름'""",내년 중소기업 자금사정 올해보다 더 나빠진다,"이총재 ""지급보증 현실화시 은행 국유화 필요""",[INDEX] 9인승 타고 버스전용차로로…,정부도 정치권도 위기불감증,"美FRB, 은행의 초과지준 금리 인상","전국 6개 경제자유구역 ""상호협력한다""",2030 잡아라‥쏘울 vs i30,두바이油 50弗대로 추락,"동원F&amp;B, 씨낵 참치·치츠",[Briefing] 신한은행 점포 통폐합,"현대차, 파업 및 수요감소로 3분기 실적 감소",대우조선 우선협상자 내일 오후 발표,[글로벌 금융위기] 과감한 재정 투입 연착륙 유도하라,"이성태 한은총재 ""내년 성장률 3%대""","조석래 회장 ""아시아 금융허브 구축해야""","한ㆍ중ㆍ일, 29일 도쿄서 실무회의",총알보다 빠른 차 나온다…최고 시속 1천600㎞,中 전방위 감세로 경기부양 나선다,"""귀막고 눈감고 살고싶다""…투자자 절망",'위기의 하이닉스' 실상은…,상장사 자산 대비 주식가치 환란수준 추락,배추값 또 큰 폭 하락,'점수조작' 채용비리 공기업 전 간부 등 3명 입건,"은행권 ""한은 은행채 직매입 반대""",공정법 자율준수기업 과징금 경감 축소,"가업승계 지역순회 설명회 개최...중기청, 12월5일까지 6곳",운항중단 한성항공 진로 내달 결정될듯,中企회생특례 자금 1000억 추가조성 추진,[글로벌 금융위기] 한국 '부도위험' 사상 최고수준 치솟아,美 금융위기속 IT 주가 올해 `반토막',"中企중앙회, 한은 총액한도대출 확대 '환영'","담배업계, 금융 위기에도 끄떡없다",총액한도대출 확대관련 장병화 정책기획국장 일문일답,휘발유 ℓ당 1천500원대 진입에 `청신호',"기보캐피탈, 아주IB투자로","ADB 총재 ""아시아 강한 성장기조 유지""","외신들 ""삼성, 샌디스크 인수 철회 현명했다""",G20 워싱턴 정상회의 의제와 전망,"""엄마랑 요리 신나요""",남아공·UAE 등에도 인케 지부 설립,"생애 소득ㆍ지출, 55세부터 감소","주요 투자은행들 ""임직원 출장때 이코노미 이용하라""",워커힐 명품 김치 현대百서 판매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.44,2008.10.15,"펩시, 공장 폐쇄…3300명 감원","후부, 이탈리아 스타일 신발 4종","삼성경제硏 ""글로벌 금융위기 빠르면 이달말부터 진정될 것""","美 은행지분매입 승부수, 과연 통할까?",경기침체 장기화…지자체 예산편성 어떡하나,임시ㆍ일용직 이어 정규직도 '휘청',"현대重, 태양광 모듈 3000만달러 수주",리보금리 하락ㆍCP 매수세 '꿈틀',"서울시, 어려움 겪는 中企에 6182억원 지원",[동영상] 직장인 위한 전화영어 '스피크114' 인기,"삼성카드, 가맹점 수수료율 인하 동참","""부시, 위기 대신 불만족스런 안정 선택""",'구제' 다음은 '규제',서울ㆍ과천거주 공무원 520명 쌀직불금 수령,"강만수 ""금융위기 영향 아직 제한적""","값싸진 韓, 일본인 몰려오고…비싸진 日, 한국인 발길 주춤","광주銀, 광주ㆍ전남지역 中企 지원",친환경 나노바이오테크놀로지사업 전국대리점모집 사업설명회 개최,벤처 투자 모태펀드 1천억으로 확대,"대한생명, 보험금 청구 방문접수","産銀, 포스코 '대우조선 단독입찰' 가능 여부… 16일 입장발표","姜재정, 스티븐 로치 회장과 의견 교환","동부화재, 위험관리ㆍ보험 ISO 인증",리보금리 하락…CP 매수세 '꿈틀',[Briefing] 현대차 노조집행부 사퇴 움직임,"""기업 92% 핵심인재 이탈로 골머리""",한성항공 경영난…공항사용료 등 체납,승용차요일제카드 있으면 자동차세 최대 8% 할인,내년부터 직접경작자에만 쌀직불금 지급,"SLS조선, 美 노드롭과 손 잡았다","금리상승에 상가.오피스텔도 '아, 옛날이여'",우크라이나 IMF에 구제금융 신청,대우일렉 우선협상자 20일 선정,"""뉴욕시 건축붐 시대 마감 가시화""","삼성重, 유럽서 유조선 2억5000만弗 수주...김징완 사장 직접 최종계약",美 재정적자 4천548억달러…사상 최대,"강만수 ""국가신용등급 유지될 수 있을 것""",화사한 윤오월(閏五月),"삼성重, 유조선 3척 수주… 올 수주목표 93% 달성",온실가스 자료를 맥킨지에 내라고?,서울시내 멜라민 과자 유통 `여전',"美정부, `당근'주고 `채찍'든다","경제학 두 거두, 경제위기로 엇갈린 조명",두바이유 반등…73.75달러,"한총리 ""바이오산업에 5년간 9천억원 투자""","기업당 평균 사회공헌지출, 미국-한국-일본順","KB카드, 신용카드 가맹점 수수료율 인하","카타르 도하은행, 광화문에 사무소",미국산 쇠고기 6월말이후 1만2천300t 수입,"""포스코-GS, '컨소시엄 탈퇴해도 책임 안 묻겠다' 사전약속""",해운업지수 폭락…바닥이 안보인다,"특허청, 부품소재 지재권 연구개발 내년 60억 신규배정","한은 ""10만원권 도안 재선정 검토""",강원랜드 임원 대폭 교체…CFO에 김상대씨 영입,"전광우 ""산업은행 지분매각 시장여건 감안""",인텔 3분기 순익 20억弗…예상 웃돌아,"삼성硏 ""내년 3.6% 성장""","中, 9월14일 이전 생산 유제품 모두 리콜",대우일렉 매각 작업 재개,경기침체 우려에 유가 하락…WTI 70달러대,"G마켓, 영화 다운로드 서비스","코레일 ""저탄소 녹색성장 견인하겠다""",유로존 물가상승세 2개월 연속 둔화,"브라질 中銀, 500억달러 규모 유동성 공급","英FSA, 금융회사 거액 보수체계 규제",우크라이나 IMF에 지원 요청,年 3500만원 이상 소득자 쌀 직불금 못받는다,푸틴 손에 생사 달린 러 재벌 … 해외부채 재융자 어려워지자 정부에 구제금융 SOS,"삼성 휴대폰 'E250', 중동·阿 지역에서 1000만대 판매",금융사 파산하면 '내 돈의 운명'은…,삼성 'E250폰' 중동·阿서 1000만대 돌파,"동부제철, 열연공장 가동 '눈앞'",울산권역 2세 경영인 모임 'NECUS' 결성,"크루그먼, 은행지분매입 긍정평가…""침체는 못막아""",'아줌마의 힘'…웅진코웨이 '코디' 탄생 10돌 자축,"재정부 ""WSJ 보도 사실과 다르다""","삼성, 세계 주요도시에 '애플식 브랜드숍' … 내년 2월 뉴욕 맨해튼에 1호점",美 금융회사 3분기 실적에 '촉각',"""기름값 상승으로 연탄 주문량 늘었다""",[뉴욕증시] 등락끝 하락 마감,"유로권, 침체 조짐 갈수록 완연","이마트, 애완용품 브랜드 출시",[기업과 함께] 아시아의 젊은이여 창업의 바다에 도전하라,"LGD 권영수 사장 ""공급초과 상황은 질적성장 기회""","[글로벌 금융위기 진정] 크루그먼 교수 ""금융위기 해결되겠지만 경기침체 상당기간 지속""",'고용쇼크'…금융불안에서 실물침체로,"美, 日에도 달러 무제한 공급","[동영상] KPX, 새 CI 선포! 2011년 매출 2조원 달성 목표 등 비전 발표",유가환급금에 국세청 '불난 호떡집',유가 13개월 이래 최저치,인텔 3.4분기 순익 12% 증가,대기업 원자재값 늑장통보 등 횡포…中企 속앓이,'럭셔리 삼성' 마니아를 늘려라,"""러'정부 자금지원 칼자루… 올리가르흐 로비전""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
