등락률(%),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288
11.95,2008.10.29,"삼성전자, 차세대 LCD 표준화도 주도권 잡는다","""유가환급금 신청하세요""","삼성 ""협력사 기술경쟁력 최고수준으로 레벨업""",특허청 특허분류서비스 수출,"OPEC, 추가 감산 가능성","LIG손보, 자사주 200억원 취득키로",러시아인 은행불신 커져…예금인출 증가,쌀쌀한 날씨 패션 털모자 준비하세요~,CDS프리미엄 오랜만에 급락했지만… 아직 泰ㆍ말레이시아보다 높아,[Briefing] 새 이통사업자 나오나,"푸틴-원자바오 ""가급적 달러 쓰지 맙시다""",변리사회 프랑스 변리사회와 합동세미나 개최,"韓총리, 해외IR팀 구성 추진…""한국 경제 실상 정확히 알려야""","GM 금융자회사, 은행지주사 전환 추진… 정부 재정지원 받기위해",한국·미국간 통화스와프 체결 '임박',"[외국전문가 진단] 윌리엄 밀러 스탠포드대 교수 ""불황 지속…대공황 수준은 아닐 것""",하이힐 신는 남자가 는다,키코 피해기업 120여개사 무더기 소송 제기,"한미통화스와프, 증시에 대형 호재될듯","한국전력 ""임금인상분 220억원 반납""",백화점들 '중소 협력사 구하기' 나섰다,"삼성 OB임원들, 협력사 경영 돕는다","수능 보름앞…""도우미상품"" 불티",연말정산때 가족 공제자료 손쉽게 얻는다,'남성 하이힐족' 등장,보험해약전 이것만은 꼭!,"""석유생산량 감소세, 예상보다 빨라질 것""","동아오츠카, 생수 '폰타타'","미래에셋생명, 1500억 유상증자",헝가리도 IMF서 157억弗 구제금융,KIST 바텔 연구소로부터 2000만 달러 투자받어,"""한은, 내년말까지 금리 3%로 인하 예상""","美FOMC, 금리 1%밑 내릴까…29일 발표",보험해약 증가…경기 침체탓,유가 상승에 제천 연탄공장 호황,[한ㆍ미 '원-달러 맞교환' 전격 합의] 국내시장 영향은… 환율 급속안정ㆍ외환보유액 논란 종결될듯,웅진코웨이 제품 공짜구매 포인트카드 나왔다,"英-佛정상 ""금융위기 신흥경제국 확산 차단해야""",은행 감독기준 완화로 대출금리 낮춘다,"日, 소비 진작위해 全가구 현금지급","브라질, 내년 성장률 급속둔화 가능성","황영기 회장의 '모죽론' … ""돈 벌려면 지금 주식 사야""",韓ㆍ美 통화스와프 … 달러가뭄 해소된다,中 또 금리 인하 … 9월 이후 세번째,"현대重, 獨서 4천만弗 규모 태양광모듈 수주","유럽증시, 6일만에 반등 마감",한국-미국 통화스와프 체결 임박,"국세청, 매출 5000억이하 세무조사 유예 … 시장 안정때까지",금융시장 또 '출렁' … 불안 여전,"[글로벌 인재포럼 2008‥(9) 인재가 미래다 ] 외국인 HR 임원들의 조언 ""위험한 발상.무모한 도전이 칭찬받는 환경 만들어줘야""",'강남 3구' 제외 투기지역 전면해제 유력,"은행들 ""C&amp;그룹 채권 회수 문제없다""","동원 F&amp;B, 개성 왕만두 출시",통화스와프…한미 관계 '업그레이드',[권영설의 '경영 업그레이드'] 돌고 또 돌고,러시아-중국 송유관 건설 합의,외화 자금 15개銀에 170억弗공급,"美, 중동에 SOS...고위관료 등 잇단방문 … 오일머니 확보 총력전","폴란드, 유로존 가입 추진","中, 기업 '도미노 파산' 차단에 총력",은행 감독기준 완화…유동성 40조∼50조 확대,"삼성전자, LCD 11세대 '직행' 검토","10월 경상흑자… 한은 ""10억弗 안팎""",원자재.금펀드 수익률 '곤두박질',쇠고기가 꽃이 됐네~~,경기침체 여파…버스ㆍ트럭 안 팔리네,원자력硏 'SMART' 원자로 기술검증 민간기업 모집,"삼성, 11세대 LCD로 직행한다","진에어, 제주 노선 증편",신격호 회장 지분 매입 롯데 후계구도 관련?,"세븐럭 카지노, 환율 덕분에 매출 급증","달러 찬밥 … 中ㆍ러 ""무역결제 위안ㆍ루블화로""",통화스와프 계약이란,"""연기금 주식매수 여력 8조8천억""","[외국전문가 진단] 폴 새뮤얼슨 MIT명예교수 ""정부지출 과감히 늘려라""","산업은행, ""금리보다는 환율이 국내 신용위험의 복병""",은행 감독기준 완화…은행채 매입 개시,인터넷뱅킹 5천만 계좌 돌파 … 3년새 2배로,"증협 임직원들 ""稅혜택 적립식 펀드 들었어요""",ING생명 졸업증명서 무더기 위조,"한국은행 ""10월 경상수지, 5억~10억달러 흑자 전망""",국산 14번째 신약 '일라프라졸' 탄생,KB금융지주 지분 2% 日에 매각,"국세청장 ""금융 안정때까지 정기조사 유예""",대우일렉 매각작업 이번엔 순항할까,두바이유 20개월래 최저…54.94달러,지하철 바람으로 에너지 만든다,모든 공기업 내년 임금ㆍ정원 동결,"정부, 모든 공기업 내년 임금.정원 동결","IMF, 신흥국 달러통화스와프 개설 곧 결정",IMF 통화스와프와 구제금융은 다른데…한번 덴 가슴 'IMF 알레르기',美 신용카드 '또다른 뇌관' 되나,[한ㆍ미 '원-달러 맞교환' 전격 합의] '통화 동맹' … 비상대비 곳간 생겨,환율 10% 오르면 물가 2.6%↑…사교육비 10년만에 10배 급증,"日, 美 쇠고기 가공업체 제품 수입중단",'피라미드'서 '네트워크'로 조직 개편,"C&amp;그룹 ""워크아웃 검토, 결정된 바 없다""",벤처協 '기본 강한 CEO' 강좌,삼성의 또다른 실험…네트워크 조직으로 전환,웅진코웨이 '웅진-페이프리 카드' 출시...매달 3만원 현금 적립,쌀쌀한 날씨에 秋冬상품 매출 `기지개',"파키스탄 ""2주내 우방 지원 없으면 IMF행""","국제유가, 美소비심리 악화에 소폭 하락","한은 ""10월 경상수지 5억∼10억弗 흑자""","글로벌전문가, 韓국가신용 세계 27위로 '양호' 평가",한경 머니 등 외환정보 서비스 인기,"한샘, 동남아에 가구공장 설립 추진",호박으로 피부보호 하세요,"韓商성공노하우 공유 '가자, 세계로'","위기의 유럽인, 고통겪던 옛시절로 회귀","中 중앙은행, 기준금리 0.27%P 인하","""日 올해 사실상 제로성장""",품질경쟁력 우수기업 시상,"C&amp;그룹, 회생이냐… 워크아웃이냐…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6,2020.03.23,코로나19 여파에 맥도날드 등 영국 패스트푸드 업계도 운영중단(종합),'LG 프라엘' 이달에 사면 최대 80만원 캐시백,"수출입은행, 외화표시 CP 발행해 10억달러 조달","SR, 비상경영 가속화…소모성경비·업무추진비 50% 절감",중국 역유입 통제에 대한항공 베이징노선 한달간 중단(종합3보),10조원 채권펀드 필요시 증액…증시펀드는 신속 조성키로(종합),삼성 준법감시위 권태선 위원 사퇴…익명 신고 홈페이지 오픈(종합),"""한국 코로나19 진단장비 남아공에 12억원 상당 수출""","'코로나 위기 극복 동참' 지역난방공사, 임원급 연봉 10% 반납",3월15일까지 '세계 표준의 날' 정부포상 신청 접수,지역난방공사 임원도 급여 반납…공기업 최초,10조원 채권펀드 필요시 증액…증시펀드는 신속 조성키로,금투협 비상근 부회장에 김성훈·최현만 대표,공학한림원상 대상에 조성진 LG전자 부회장 선정,코로나19에 충남 명목소득 2년 전보다 3조원 감소 전망,"삼정가스공업, 코로나 극복 지원",[김과장&amp;이대리] 평생 직장은 옛말…이직 준비는 필수,[김과장 &amp; 이대리] 사옥 인근 식당 살리기 나선 KT,[김과장 &amp; 이대리] KCC건설 직원들이 추천하는 신사동 맛집,"소진공, 소상공인 스마트상점 기술 보유기업 모집","모나미, 창립 60주년 기념 '프러스펜 아트 콘테스트' 개최","파세코, 바디드라이어 출시","대웅제약 ""자회사 한올바이오파마 주식 100억원에 추가취득""","확산되는 제지업계 '3세 경영'…무림, 이도균 사장 대표 선임",쌓여가는 국산 폐지…저가 혼합폐지류 수입 안한다,"한은 ""한은법상 회사채·기업어음 매입 어렵다""",초소형 청소·세탁차…7200억 '미니카' 시장 열린다,"'셧다운' 이스타항공, 이번달 월급도 못 준다",삼성 으뜸효율 가전 사면 10% 환급+특별할인,꼭꼭 숨은 '로비왕' 김 회장…라임펀드 사태 키맨일까,3월 1~20일 일평균 수출 -0.4%…'코로나 쇼크' 내달 본격화할 듯,외환위기·금융위기때도…'경제관료'가 중심이었다,"""코로나 경제위기 장기전 대비하고 경제체력 키우는 정책전환 계기로""","대웅 ""자회사 대웅제약 주식 300억원에 추가취득""","창업경진대회 수상한 여성 CEO 3인방 ""ICT·바이오 분야 기술창업 성공시대 열겠다""","정의선, 190억어치 현대車·모비스株 샀다",이번엔 '재난소득'…지자체 돈풀기 경쟁 불붙었다,대기업도 자금난…회사채 신속인수제 재도입되나,하루로 끝난 '통화스와프 효과'…원화·주가 급락,실물·금융 경제관료에 힘 실어주고…'정치 간섭' 배제하라,'베스트바이 판로'마저 막혀…삼성·LG 등 가전업계 '초비상',"농협, 양돈농가 내 ASF 차단 위해 적극 방역 추진","여수광양항만공사, 광양항 이용하는 선사 지원","""4600억弗이면 충분"" vs ""아직 부족""…적정 외환보유액 논란 가열",佛 블라우스가 1벌에 1만원대…빈티지숍 방문예약 2분만에 끝,펭수와 손잡은 이마트,정의선 '무한 책임경영' 핸들 잡고…'주가 방어운전' 시동 걸었다,스타벅스서 개인 텀블러 못 쓴다,"절벽에 선 전시업계, 3월 행사일정 '제로'…""10만명 실직 위기""","성윤모 장관, 車부품업계와 대책 논의",신세계百 식품관 카트엔 명품백 넣는 공간이 있다,"현대·기아차, 美·유럽 이어 인도 공장마저 문 닫아",가발 찾는 젊은층 ↑…하이모 '김광규 효과',"경총 ""법인세 낮춰달라""…입법안 국회 제출",식품도 SNS로 산다…바다 위 '어부 라방' 보면서 실시간 쇼핑,[김과장&amp;이대리] 코로나 블루에 걸린 직장인들,87개 '착한 프랜차이즈'…로열티 면제 등 가맹점 지원,국고채 가격 하락…3년물 금리 연 1.153%(종합),"김정태 회장, 화훼농가 돕기 캠페인","조용병 신한금융 회장 ""5대 디지털 기술, CEO가 키워라""","우리은행, 신용보증기금에 코로나 지원 65억 출연","춘천 방사능생활감시단 ""건축자재 범위 명확한 기준 필요""","[특징주] '셀트리온 3형제', 코로나19 치료제 개발 기대로 강세(종합)","단양군 ""달맞이길 조성 등 3단계 균형발전 사업 순조""",금융시장 하루만에 다시 '추락'…주식·원화·채권 동반 급락(종합),"삼성 준법감시위, '최고경영진 익명신고' 홈페이지 오픈",국고채 금리 일제히 상승…3년물 연 1.153%,"수출·물류업계 ""수출량 감소 극심""…항만 사용료 인하 호소","[종합] ""현대차 주주 위해""…정의선 수석부회장, 190억원치 주가 방어","정의선, 현대차·현대모비스 주식 190억원 매입…책임경영 강화(종합2보)",걸으면서 어깨통증 치료…4족보행 운동기구 '암워커',실용성 굿 '아대 겸용 EMS 마사지 기기' 선보여,아시아 증시 다시 약세…한국 5%·중국 3%대 하락(종합),삼성 준법감시위원회 자체 홈페이지 문 열어,중국 역유입 통제에 대한항공 베이징노선 한달간 중단(종합2보),"""코로나19 진정 전까진 '주가바닥' 의미도 없고 판단도 못해""","한국기계산업진흥회, 올해 기계로봇산업 발전유공 포상 접수","국보 ""자회사 보그인터내셔날 주식 20억원에 추가취득""","제주 가계대출 '적신호'…""경제규모 대비 가계대출 전국최고""","""이재용 사과"" 요구한 삼성 준법감시위, 익명제보 홈페이지 오픈","정의선, 현대차·현대모비스 주식 190억원 매입…책임경영 강화(종합)",삼성·현대차 인도 공장도 멈춰…커지는 '글로벌 셧다운' 공포,"한은, 24일 증권사 대상 RP 매입…자금시장 유동성 공급(종합)","롯데쇼핑, 인도네시아·베트남 온라인 사업 정리","KCC, 단열·디자인 '두 마리 토끼' 잡은 복합창호 출시",누구나 탐내는 브랜드…'이유있는 1등',회사채 신속인수제 재도입 가시권…대기업 자금난 숨통 트일까,"쌍용차, 코로나19 감염 예방 서비스 시행","[속보] 정의선 수석부회장, 190억 규모 현대차·현대모비스 주식 매수",그랜드 워커힐 호텔 객실 임시 휴장,코로나 폭풍… 'P4G 정상회의' 'ADB연차총회' 등 국제회의 줄줄이 연기,"딤채, 김치냉장고 부문 21년 연속 1위 올라","삼성서울병원, 암 치료 패러다임 바꾼 국내 최고 종합병원","하나투어, 1등 여행사…호텔·면세점으로 영토 확장","금융당국, 코로나19로 바젤Ⅲ 조기 시행…""기업대출 확대 효과""","신한카드, '신한페이판' 생활금융 종합플랫폼으로 진화","경찰청, '교통사고 유발' 음주·난폭·보복 운전 중점단속","에스원, 보안경비 40년…AI·IoT 등 첨단 기술 접목","KB국민은행, 미세먼지 줄이는 사회공헌 활동 앞장",[새로 나왔어요] 동서식품 '맥심 예가체프 코체레' 원두,"한양사이버대학교, 전국 사이버大 최초 등록생 5000명 돌파",치과의사&amp;수의사가 함께 만든 반려견 영양간식 '루이츄',"제주삼다수, 지하 420m 청정 원수 자랑…물맛이 다르네","롯데렌터카, 30분부터 1개월 이상 대여…'렌터카의 끝판왕'","여명808, 마가목·갈근 등 식물성 원료…숙취 해소 딱이야","'한달 셧다운' 이스타항공, 3월 급여도 못준다…""유휴인력 조정""(종합)","미스터피자, 전국에 100여개 피자 뷔페 매장…1인 메뉴 인기",형태 드러낸 광명시 '높이 90m' 목조 전망타워,"롯데월드 어드벤처, '국가대표 엔터테인먼트社' 도약…사회공헌도 활발","자이, 고품격 아파트 지향…신규 분양 실시간 알림 추진","클라쎄 세탁기, 공기방울 세탁기술…15개국서 특허 출원 받아","프라우드, 땅 속 김장독처럼 야채·과일 신선하게 유지","[새로 나왔어요] 롯데리아, 영계 한마리 '1인혼닭' 출시","바디프랜드, 편안함 '넘사벽'…글로벌 안마시장 1위","BBQ치킨, 최고 등급 올리브유로 튀긴 '국민 치킨'","[속보]한은, 24일 비은행 기관 대상 RP매입 실시…대상 기관 및 증권 확대","KB국민카드, 라이프스타일 맞춰 필요한 혜택 담은 체크카드","라클라우드, 伊 장인정신으로 만든 100% 천연 라텍스 침대","위니아 에어워셔 가습기, 물로 공기를 세척해주는 '워터워싱 시스템'","클라쎄 냉장고, '냉장기능' 기본에 충실…넉넉한 수납 공간까지","클라쎄 전자레인지, '쏙쏙 요리거울'이 음식 빠르고 고르게 가열","피죤, 자연의 향을 그대로 담은 '고농축 피죤 보타닉'","쏠라이트배터리, 겨울철 차량 방전 예방에 매연저감 효과까지","신라면, 얼큰한 국물 맛…국내 최초로 美 월마트에 납품","서귀포잠수함, 수심 40m서 관광…'잠수함 무사고' 기네스 기록","노스페이스, 기술력에 친환경 더해 지속가능 브랜드로 우뚝","스타벅스, 모바일 주문…'마이 DT 패스'로 대기시간 단축","김경율 ""금융당국, 라임 적절 관리 못해…실사보고서 공개하라""","한글과컴퓨터, MS 능가하는 한컴오피스…아마존도 사용","[2보] 한은, 24일 증권사 대상 RP 매입","SBI저축은행, 중도해지해도 예금기간 관계없이 100% 금리 지급",룸서비스 패키지에 드라이브 스루 상품까지…호텔업계 '몸부림',"창진원, 한남대 전교생에 창업 관련 온라인 강좌 제공","정의선, 현대차·현대모비스 주식 매입…책임경영 강화","한은 발권력 어디까지…""회사채 매입은 불가""","잃을 것 없는 테슬라, 글로벌 자동차 1위?","[1보] 한은, 24일 비은행기관 대상 RP 매입…대상기관에 증권사도 포함","[속보] 정의선 현대차그룹 수석부회장, 현대모비스 7만2천주 매입",충주 통근버스 기사 아내 '양성'…막창집 손님 파악 주력(종합),"스타벅스, 텀블러에 커피 안 담아준다.","""급식납품 끊긴 농민 돕자"" 서산시 드라이브 스루 방식 판촉행사","[1보] 정의선, 현대차 13만9천주 매입","홍남기 ""우리 경제의 멈춤위기 방지…기재부 선제대응해야""","""목이 칼칼한데 혹시 나도?""…'상상 코로나' 시달리는 직장인들",LG 건조기 '美서 가장 신뢰받는 제품' 선정,"""집에서 400번 젓지 마세요""…커피빈, 달고나 크림 라떼 출시","이스타항공, 3월 급여 지급 못 한다…24일부터 '셧다운'","""개미들 우량주 '묻지마 매수'…최소 6개월은 종목투자 금물""","'저축銀 사태' 터널 끝…""작년 순이익 사상 최고""","삼성, 애플 꺾고 모바일 AP 3위로",이번주 한진칼 주총 '운명의 날'…한진그룹 경영권 향배는,"아람코, 코로나 극복 10억 성금","한국철도, 열차 승차권 결제 가능 '코레일 제로페이' 출시","정부 ""재정관리점검회의, 비상체제로 전환…月2회→수시 개최""",기아차 신형 쏘울 판매…첨단 기능이 기본,"[새로 나왔어요] 루헨스, 무전원 직수 정수기","""한진택배, 코로나19 호황 누리면서 기사 몫 수수료 깎아""(종합)","'셧다운' 돌입 이스타항공, 3월 급여도 못 준다","""어촌경제 고사 직전""…수협, 정부에 수산업계 긴급 지원 건의","국토부, 초소형차 규제 완화…초소형 소방차 나온다","신동아건설, 경기 남양주 덕소4구역 재개발 사업 수주",인도 내 포스코 가공센터·현대제철 철강공장 '셧다운',"삼성·LG, 코로나19로 인도 가전·스마트폰 생산기지 '셧다운'(종합)","대부업계, 코로나19 피해 채무자 이자 일부 면제","FCA코리아, 항균 필터 할인 및 살균 소독 서비스 진행","BMW코리아, 뉴 2시리즈 그란쿠페 시판","""한진택배, 코로나19 호황 누리면서 기사 몫 수수료 깎아""","中 피자헛·KFC, 식음료·식재료 서비스로 돌파구",한국공학한림원 대상에 조성진 LG전자 부회장,"작년 저축은행 순이익 1.2조원, 역대 최고…3년째 1조원대","기업 회계부정 익명 신고 허용…""적극 신고해 주세요""","코로나19가 바꾼 보험가입…생보사, 온라인 보험상품 '주목'","""코로나19로 北 외화벌이 어려움 커져…올해 수입 감소 가능성""",코로나19 확산 속 미국 화성탐사선 7~8월 발사 계획대로 추진,내일 27조원 안팎 금융시장대책 발표…단기시장도 포함,"농협 ""코로나19로 축산물 매출 37%↑…온라인 증가폭 더 커""",중국 역유입 통제에 대한항공 28일부터 베이징행 잠정 중단(종합),"맥도날드, 영국·아일랜드서 영업 중단…코로나19 여파",광주신세계 신임 대표이사에 이동훈 총괄 임원 선임,"현대미포조선, 매출 2조9천941억·영업이익 926억2천만원 달성","전북도·자동차융합기술원, 상용차·혁신성장 지원단 구축",인천LNG기지서 장치 오작동으로 불꽃 솟구쳐…신고 빗발,"아우디, '할인 논란' Q7 2세대 9150만원 출시","""집 주변에서 봄꽃 즐겨요""…서울시 명소 160곳 소개","우리은행, 신보와 손잡고 코로나19 피해기업 금융지원 나서","CJ올리브영 ""중기 상생프로그램 '즐거운 동행' 매출 50배 증가""","제주항공, 코로나19 예방 위해 재택근무 2주 연장","한-러시아, 서비스·투자 FTA 협상 화상 개최","""외래병해충 발견하면 꼭 신고해주세요""",소규모 수소추출시설 구축사업 공고…국비 250억원 지원,앞으로 초소형 소방차·청소차도 나온다,고효율 가전제품 사면 오늘부터 최대 30만원 환급(종합),코로나19 충격…2분기 수출산업경기전망 7년여만에 최저,아시아 증시 또 하락…한국 5%·홍콩 4%·중국 2%대 ↓,현대차·삼성전자·SK 등 대기업 '코로나 비상경영' 체제 가동,BMW 뉴 2시리즈 그란쿠페 출시…4490만원부터,"주식·환율·채권 '트리플 약세'…""수요위축에 디플레이션 흐름""[이슈+]","이주열, G20재무장관·중앙은행 총재 화상회의 참석…코로나19 여파 점검","쌍용차, 전국 점검차량 무상 소독 서비스","[증시신상품] 미래에셋운용, 리츠·부동산펀드 투자 펀드","11번가-에뛰드, 뷰티 유튜버와 함께 '봄맞이 메이크업' 생방송",원자력연구원 폐쇄?…환경단체들의 공포 마케팅 [조재길의 경제산책],유럽산 차부품 수급 차질 가능성…재고 한두달치 확보,"""봄철 말벌 주의하세요""…국립수목원 가이드북 발간","BMW코리아, 뉴 2시리즈 그란쿠페 출시…4천490만원부터","신한금융, 그룹사 CEO가 디지털 핵심기술 직접 챙긴다","뉴욕증시 바닥은?…BoA ""S&amp;P500 1,800선까지 하락""",삼성·LG전자 인도 공장 '셧다운'…가전·스마트폰 생산차질,"우미·제일·서한건설, 세종·인천에 공공지원 민간임대 건설","금호고속 코로나19까지 겹쳐 삼중고…""창사 후 최대위기""",현대차 인도 공장도 '셧다운'…기아차 인도 공장도 '불안'(종합),'지역 관광기업지원센터' 대상지로 경남·대전-세종·인천 선정,"통계청, 광주에도 통계데이터센터 열어…전국 4번째",'LG 프라엘' 미니백 증정 이벤트…온라인 전용 구성도 공개,"P2P 연체율 15.8%…금융당국, 투자경보 발령","신보-우리은행, 혁신성장 선도 창업기업에 900억원 보증대출",국고채 금리 일제히 상승…3년물 연 1.162%,"아우디코리아, 2세대 부분변경 'Q7' 내놔",기아차 2021년형 쏘울 출시…전기차 주행거리 최대 386㎞,동서식품 '맥심 에티오피아 예가체프 코체레' 출시,"조세연 공공기관연구센터, 사회적가치연구원과 MOU 체결…""공동 연구 시너지""",금융시장에 끝없는 충격…주식·원화·채권값 '날개없는 추락',"'코로나19 피해 농가 돕자' 충주시, 무인 농산물 판매장 운영","대우건설, 대우에스티 등 3개 자회사 합병…""신사업 개척""","한전, '전량수입' 가스터빈 기동장치 국산화 성공","키움증권 ""정부 금융시장 안정 대책, 효과 크지 않을 것""","롯데리아, 싱글족 겨냥 '1인혼닭' 출시",'통계 분석 서비스 '…광주통계데이터센터 개소,"글로벌 현대차, 유럽 미국 이어 인도 공장도 '코로나 셧다운'","KB금융, 대구·경북 저소득 1만2천 가구에 무료 의약품 배송",[종합] 3월 1~20일 수출액 10% 증가…일평균 수출은 0.4% 감소,"[속보] 거래소, 코스닥시장도 매도 사이드카 발동",고효율 가전제품 사면 오늘부터 최대 30만원 환급,"기아차, 2021 쏘울·쏘울 EV 출시",3월 1~20일 일평균 수출 0.4%↓…전체로는 10% ↑(종합),"정부 ""자금시장 단기금리 변동성 과도하면 시장안정 방안 시행""(종합)",[2보] 3월 1~20일 일평균 수출 0.4%↓,"이노션, 미국 '2019 최고의 자동차 광고회사' 선정",신형 '쏘울 EV' 한번 충전에 386km 달린다,[속보] 3월 1~20일 수출 10%↑…일평균으로는 0.4%↓,[1보] 3월 1~20일 수출 10%↑…일평균으로는 0.4%↓,현대차 인도 공장 '셧다운'…기아차 인도공장도 생산중단 검토,"정부 ""자금시장 단기금리 변동성 과도하면 시장안정 방안 시행""","한투증권 ""LG디스플레이, 코로나19로 실적부진 예상…목표가↓""","하나금투 ""코로나19 경제 충격, 글로벌 지표로 확인 시작""","닛산, 간결한 새 로고 공개","폭스바겐, 고성능 R라인업 확장에도 '폴로 R'은 단종","벤츠, 5세대 C클래스에 담을 가치는?","경총, 국회에 '법인세 인하' 등 경영계 40대 입법건의 제출",또 멈춘 美 선물시장…개장 직후 5% 급락,"신성대, 자동차계열 변신한다",코로나19 두 달 만에…100대 상장사 시총 3분의 1 '증발',"코로나19로 냉동창고에 쌓이는 고기…""갈비도 냉동생산""","신한생명, '일류신한' 위한 리딩컴퍼니 도약 원년 선포","울산시, 과수 화상병 발병 예방 위해 약제 공급","울산시, 코로나19 대응 수입국 다변화 위해 수출기업 지원",코로나19에 외식 줄고 급식 중단되고…냉동창고에 쌓이는 육류,"LG, 미국 컨슈머리포트 '가장 믿을 만한 건조기' 선정",공매도 거래 비중 낮은데 규제는 엄격…'불공정' 방증,1998년 'IMF 외환위기' 당시 들어온 외국인 공매도 세력,공매도 세력 정체는…모간스탠리·크레디트스위스·메릴린치,유가·주가 폭락에 원금손실 위험 ELS·DLS 1조5000억원 넘어,공사현장에 스마트 안전장비 도입 늘어난다,,,,,,,,,,,,,,,,,,,,,,,,,
