0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
2003.04.28,[오늘의 경제지표] 환율급락 1222원 등,"인젠, 1분기 흑자 전환","지어소프트,위치플랫폼개발",케이알라인 영업점 모집,ETRI-광주과학기술원 연구협력 체결,재경부-S&amp;P 연례협의,재경부 S&amp;P와 연례협의 개최,"YK스틸, 수익성 개선 성과","애플, 유료 음악 서비스 개시","中, 올해도 자동차 판매 기록 경신 전망","삼성물산, 루마니아에 고광택초극박판 양산시설",獨 4월 Ifo지수 뜻밖에 16개월래 최저치,'소니 쇼크' 아시아증시 강타,"효성, 중국 스판덱스 설비 확충..1만4천t 생산체제로",고소득 전문직 '세무조사 전담반' 만든다 .. 국세청,"정부, S&amp;P와 연례협의","산자부, 사스 수출상황반 가동",[기업들 자금조달 3重苦에 휘청] '채권시장 마비',"DDR D램 강보합, SD램 하락","KCC,친환경 수성도료 시판","ADB, 한국 올해 성장률 4%로 하향조정","상습 세금탈루 전문직에 '철퇴'..국세청, 고소득 사업자 세무전담반 설치","한샘, 아일랜드형 부엌 출시","LG필립스디스플레이, 29인치 완전평면 브라운관 양산","비씨카드, 6월부터 스마트카드 본격 발급",日 3월 산업생산 1.5% 증가 전망,"ADB, 比 성장률 전망치 4.0%로 하향",최고연봉 임원 '삼성전자'-직원 'SK㈜',"삼성물산, 루마니아 공장 고광택 초극박판 생산","美달러, 4주째 對유로 약세 지속 예상","""외국인 연수비는 교육.관리비용""",통신업계 경영난 타개 민관 공동 대처,안팎 악재…정부도 두손들어 .. 올 성장률 목표 4%대로 낮춘 배경은,"현대重, 전기차用 전동기 개발","대우조선, 3억5천만弗 수주",북핵.사스 경제영향 차단,"경차 지방세 감면, 빠르면 7월 시행",경남 유망중소기업 수출마케팅 중점 지원,"소버린 ""SK, 글로벌 지원말라"" .. 사실상 독자경영 요구",신한銀 옵셋플랜 2개월 우선판매권,"삼성전기, 반도체기판 급성장..1분기 매출 39% 늘어","동국제강그룹, 표면처리업체 신설","""2∼3주뒤 성장률전망 조정 검토"".. 金부총리","경차 공채매입의무, 빠르면 7월부터 면제","관세청, 수입품 원산지표시 단속 강화","베트남, 4개월간 62억2천만불 수출..36% 급증",고객제안 메뉴 시식회,"러 등 구소련 4국, WTO 가입공조 합의","대우조선해양, 선박 대규모 수주 '행진'","도요타, 러에 자동차 공장설립 계획","북한 핵보유 시인.사스, 亞 금융시장 강타",현대삼호중 부분파업 돌입,올해 亞 경제성장 평균 5.3%로 둔화.. ADB,"정부, 성장목표 4%대로 내려",[기업들 자금조달 3重苦에 휘청] '목마른 기업들',"대우종합기계, 이라크 파병부대에 중장비 공급","국내 CEO, 하반기 경제전망 '비관적'","""분배중시정책 지배구조 개선 저해""",음란 한글사이트 240개 '국내 접속 차단' .. 정통부,예금금리 4.3%..6개월연속 하락,3월 세계 반도체 매출 2.6% 증가,S&amp;P 대표단 국방부서 안보상황 청취,"기협중앙회, 陳정통 초청 토론회 개최","현대重, 전기차용 대출력 전동기 개발","새롬, 김천제일상호저축은행 인수신청","삼성전기, 반도체 패키지용 기판 사업호조",1.4분기 민간기업 연구원 2.9% 증가,변호사 등 전문직종 전담 세무조사반 가동,소로스 투자 항공사 1.4분기 순익증가,"美벡텔 ""하청계약 공개 설명회""…이라크 복구사업 건설업계 수주戰 본격화","아마존닷컴 베조스등 30대 재력가, 우주여행 프로젝트 독자 추진","日 전자업체, 한국LCD 대리전..마쓰시타는 삼성.소니는 LG","워런 버핏, 중국석유 3大 주주로","LG화학, 스포츠바닥재 첫 개발..수입품보다 값 30% 저렴","R&amp;D 세금혜택, OECD국중 5위",S&amp;P 국방부 방문 안보브리핑 받는다,美 4월 실업률 5.9% 예상,[안현실의 '산업정책 읽기'] 외자유치 妙手 찾기,"勞, 밀어붙이기…使, 점진적 차별해소 .. '비정규직 문제'",러 석유회사 합병으로 석유산업 경쟁력 강화,"히타치, 2002회계연도 흑자전환","""中 GDP 성장률 6%도 가능"" .. 골드만삭스",日 주요 기업들도 사스 몸살,美기업 1Q 순익증가율 2년6개월來 최고,미씨비시 전기 4.4분기 손실폭 감소,"중기청, 소기업 업체당 최고 4억원 지원","효성, 중국 생산기지 확장 가속","""한국만 9가지 규제로 묶였다""..재계 '의결권 역차별' 시정촉구 잇따라","SK글로벌, 유동성 확보위해 신탁계약 해지",올해 소기업 지원에 9억9천만원 투입,TSMC 1.4분기 순익 56% 감소 전망,"企銀, 매달 여윳돈 적립 '파인 수익증권' 판매",위조어음 사기 기승 .. 中企피해 확산,"진로, ""72개 채권사 지지 확보""",외국인 산업연수생 추천신청서 접수,자산관리공사 JV-CRC 설립해 부실채권 매각,"한전, 뇌물주면 입찰제한..'청렴계약제' 시행","김 부총리, ""북핵 평화해결되면 신용상향 가능성""","한전, '청렴계약제' 시행","현대중공업, 1분기 수주 24억달러",경기불안으로 中企 어음보험가입 급증,여성벤처 자금조달 아카데미 개최,일반 직장인에도 플래티늄 카드 .. 발급 자격조건 완화,"대덕넷, 모바일로 뉴스 서비스","삼성전자, 항균기능 강화 양문형 냉장고 '지펠 인테리어형' 출시","ADB, 한국 올해 성장률 4%로 하향조정",전력산업 구조개편 어떻게 될까,"日 DVD업계, 中업체로부터 30억엔 로열티수입",현대삼호중 노사 갈등 악화,지배구조 좋으면 주가도 오른다 … 美우량기업 3년간 23% 상승,"올브라이트, 뉴욕증권거래소 이사에","금강고려화학, 원적외선 발생 건축용도료 생산","현대重, 전동기 개발",中企 중국강제인증 획득 지원,OPEC 감산 불충분 우려로 유가 하락세,5월중 국고채 2조3천200억원 발행,"버핏, 페트로차이나 지분 9.1% 늘려",베트남 관광산업에도 사스 피해 가시화,"인텔, 셀러론 프로세서 가격 인하","""수도권 공장 역차별 시정하라"" .. 盧대통령","공평과세.비리근절 맞춰 조사개편.. 국세청 발표, 세무조사시스템",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.09.12,EU집행위원 아프가니스탄 방문 취소,[미국 테러사태 영향] 국내 金값 걸프전 이후 최고,축협 합병한 농협에 '공자금 1832억 지원',정리판정 52개社중 32개업체만 조치 완료,ECB 금융시장 안정 위해 긴급자금 방출,"WTO, 미국 무역정책검토회의 무기연기",진념 부총리 주재 경제상황 토론회 취소,농협에 공적자금 1천832억원 투입 의결..공자위,국제 유가 하락,'금융시장 유동성확보.경기부양 치중해야'..KIEP,농협에 공적자금 1천832억원 투입 의결,"건교부, 해외건설 대책회의 개최",한국반도체산업대전 개막,"삼성전자, 도시바와 '메모리' 인수 협상중..이윤우 사장 밝혀",DVR업체 해외영업 강화 .. 美 테러여파 보안장비 수요급증 예상,[美 테러 '大慘事'] 金값 19弗 폭등 .. '국제원자재시장 동향',[美 테러 '大慘事'] (좌담) '세계경제 어떻게 될까',[美테러 大慘事] 세계금융시장 파장...증시.환율.油價 요동,[美테러 大慘事]정부.정치권대응...정책 총동원 '비상플랜'가동,"카드 리볼빙결제 ""편리해"" .. 주머니사정 맞춰 대금 지불",[美 테러 '大慘事'] 900여社 5만명 상주 .. '규모 얼마나 되나',"정부, 비상경제체제 가동 .. 김대통령, 對국민 담화",[2001년 9월 13일(목) 주요 경제 일정],"정부·재계, 내일 경제상황 토론회 개최",마이크로페이스 中 진출 .. 안테나제조기술 300만弗 수출,"세종공업, 車 머플러 첨단기술 도입",카드 국제결제 테러영향 없다 .. 비자.마스타 등 정상거래,한국IT여성기업인협회 초대회장에 김혜정씨,[美 테러 '大慘事'] 27달러 안팎 당분간 강세 .. '油價 전망',"정부 3단계 비상대책 마련, TF 구성키로",[美 테러 '大慘事'] 對美수출 '비상' .. '국내경제.산업 파장',"공정위, 경쟁정책 국제협력분과 자문회의 개최",올 1분기 전자상거래 24조2630억 .. B2B가 전체의 93% 차지,[美 테러 '大慘事'] 이달 IBRD.IMF 총회 연기 검토,[美 테러 '大慘事'] 구조조정 '3大 현안' 영향은,수출 중소기업 비상지원반 운영,"산자부, 석유수급 대책반 구성","""그린스펀 FRB 의장, 귀국길 올라""",닛케이 1만선 붕괴..세계경제 美테러 '여파' 우려,"정부 ""3단계 경제비상대책 점검""",진념 부총리 주재 경제상황 토론회 13일 개최,자동차부품 구매상담회 차질 없어,각국 중앙은행 조만간 금리인하 가능성,금융e비즈 솔루션.기기 경연장..'서울 파이낸셜 IT 엑스포' 개막,경제 분야별 태스크포스 구성.가동,디지털 신제품 살펴보는 삼성전자 진대제 사장,"차이나유니콤, 순이익 사상최고치 기록","국세청장 ""언론사 5년마다 세무조사""","자금시장,수출.에너지,국제금융 등 3개 태스크포스 구성","관세청, 테러대비 여행자휴대품 검사 대폭 강화","공정위, 경쟁정책 국제협력분과 자문회의 개최","LG필립스디스플레이, 체코서 컬러TV브라운관 양산","[테헤란 밸리 24시] 벤처 ""역시 뭔가 달라""","안정남씨 ""4.19 기백으로 세정""","에스콰아이아, 구매고객에 영화관람권 증정","LG오티스 엘리베이터, 대만서 3백만달러 승강설비 수주","인터넷 쇼핑몰, 오프라인 업체와 차별화된 판촉","휴비스, 새한 화섬부문 인수 추진","홍콩 금융관리국 ""필요시 유동성 공급""","""올해 상반기 국세 환급규모 급증""..이한구 의원",미 테러사태로 장바구니 물가 적신호,"ASEM 경제장관 ""지금은 세계경제 영향 따질때 아니다""",미국사태 여파 수출전선 '먹구름',전시회.수출상담회 잇단 취소 무역촉진활동도 차질,[사이버 우먼] 조희란 ,[파이어니어] 이정학 ..아케이드 게임업계 '작은거인',"""안경 쓰는 사람이 주인인 회사 만들겠다""..김영근 ",한국경제신문 '네트워크 전문가과정' 개설,"지엠인터내쇼날, 바이오원액 가공첨가 넥타이 개발","LG.필립스 디스플레이, 체코에 브라운관 공장 준공","앤트코리아, 자성반응 샤워기세트 개발","한은, '유동성트란쉐'운용 외환시장 탄력대응",美 테러사건 증시에 미친 영향 제한적,"중국, 앞으로 5년간 내국인 전용 증시 외국인에 개발","삼성전자, 제품.자재 수급 일부 차질 예상","미 테러사태, 수출에 대형 악재 작용 전망",[美 테러 '大慘事'] 各國 금융안정 공조체제,[美 테러 '大慘事'] 미국發 경제쇼크...최악국면으로 가나,신용카드 국제거래 이상 없어,"""한국경제 연착륙.장기적 경제성장 가능성""..바클레이즈캐피털","도요타, 미국공장 3곳 가동중단..투자설명회도 취소","삼성전자, 디지털제품 마케팅 강화",오후 4시 30분 공자위 회의 개최,마산자유무역 일부업체 수출지연 피해,FRB 단기금리 추가 인하 가능성 증폭,국제유가 미국사태로 '강세' 전망,"램버스D램 상승, 나머지 보합...아시아현물시장 12일 오전","바이오텔넷, 국내기업 해외진출 지원",美 테러참사로 철강 통상현안 진행 차질우려,"무역협회.KOTRA, 미국사태 비상기구 가동","""亞외환시장 유입자금 극히 저조"" .. 유럽銀 딜러","경제계, 미국 테러참사 대책 마련 비상",기금통합펀드 운영위원회 구성,"관세청, 수원우체국 국제우편물 취급 통관우체국 지정",제7차 한국.호주 세관협력회의 개최,1분기 전자상거래규모 24조...B2B가 93.7%,"KOTRA, 美 유통시장 진출전략 워크숍",금감원 비상대책반 운영,"세계 각국, 금융시장 안정위해 최대노력 경주",[미 테러 조선.해운업 전망],대우정보시스템  관철동으로 이전,재경부 차관 주재 정부 경제비상대책반 구성,"삼성전자, 대용량 스마트카드 칩 본격양산",바이오링크 1백50만불 투자유치,"인터넷시큐리티,정보보호 솔루션 개발",미 경제관료 방한 취소,"일본은행, 시장 상황에 따라 긴급자금 투입",MSN 엔터테인먼트 강화,"어니언소프트, 퓨처시스템과 전략적 제휴",美테러 이후 금융안정대책 발표,"""내년 반도체경기 회복돼도 횡보수준"" .. 삼성硏 전망",중국서 `한국 IT기술 이전 설명회'  개최,"산업은행,0.5% 아래 외화차입 성공","대만당국, 전 금융시장 휴장 재확인","""현금 및 유동성 필요시 즉시 공급""...한은 대책",LG다우폴리카보네이트 공장 준공식,"금감원, 미국 사태 비상대책반 가동","정부, 국제금융시장 동요 대책마련 부심",미국 테러사태로 IT수출 큰 타격,한국 IT여성기업인협회 개최,세종공업 미국회사와 제휴,인바이오넷 판매대행계약,마이크로페이스 기술수출,"동아특수정밀,승용차 자동문 개발","경북벤처펀드,신기술투자조합 조인식","금감원, 금융시장 안정 비상대책반 가동",미국 등 외국간 외환결제.국내 원화결제 정상가동...한은총재,[美 '피의 화요일'] 세계경제 '테러쇼크' .. 향후 지구촌경제는,브렌트산 원유가격 13% 상승..금감원,"금융.외환시장 동향 관찰, 시장안정위해 필요대책 추진",싱가포르증시도 정상 개장키로,"정부, 경제관련 비상대책 마련, 10시 이후 발표",이탈리아 소비자 신뢰도 급격히 하락,프랑스 경제실적 저조,상반기 1인당 신용카드사용액 131만9천원...사상최대,국제유가 미국사태로 급등...두바이유 26달러대,"진 부총리, 오전중 미 테러사태 관련 기자간담회","[美 '피의 화요일'] 美 FRB, 금융 지원 밝혀",세계금융시장 대혼란 .. 뉴욕증시 휴장...달러 급락,"유가 미국 테러로 급등, 브렌트유 30달러 육박","하야미 BOJ총재, 금융시장 안정 유지 최선 다짐","한국은행, 금융시장 향후대책 오전10시 발표",보험업계 사상 최대 보험금 지급할 듯,"다임러크라이슬러, 테러사태로 본사.공장 잠정폐쇄","한은, 오전8시부터 금융시장 영향분석 대책회의","""美테러, 대기업 보안강화 부담줄 것""","기업들, 光산업 분야 진출 '활발'",성수기 앞두고 철근 가격 들먹,미 테러사태로 유럽 항공관련주 폭락,국제금시세 테러사태로 폭등후 거래 중단,대형건설업체 1인당 매출액 14% 증가,"크라이슬러, 테러후 미국내 공장 오후조 근무 중단","""국제유가 오름세 단기간에 그칠 듯"" .. 다우존스","미 재무부, 2.4분기 경상수지 발표 연기",[어제의 경제지표] 주가.코스닥 약세 등,테러사건 美경제 회생에 타격,모건 스탠리 최대 인명피해...최대 3천500명 사망 예상,전세계 금융시장.상품 거래소 출렁,'美테러' 여파로 중남미 증시.통화 혼미상태,"미국 주요은행들, 외환거래 운용 아시아로 잠정 이전할 듯","그린스펀 FRB의장, 급거 귀국할 듯",대미 테러로 유럽 금융시장 요동,"OPEC, ""시장 안정 위해 증산 용의""",국제 유가 한때 배럴당 31달러까지 폭등,국제 금시세 테러 사건 직후 폭등,"FRB,美금융시장에 자금공급 준비","한은, 긴급간부회의"
2008.12.14,'명품 한우' 잘 팔린다,[종합부동산세 A to Z] 공시가 7억주택 12만원 환급…,2009년도 감사는 민생위주로,백수+반백수 317만…1년새 17만명 증가,"삼성전자 LCD 협력업체, ISO27001 대거 획득","LG硏 ""세계경제 위기 2라운드 직면 우려""","'누더기' 세제개편안, 잘 살피면 '재테크 연하장'","기업 환차손, 연말결산때 반영 안한다",삼성전자 '협력사 챙기기' … 직급·직무별 맞춤교육 실시,휘발유 1200원대,GM대우 '마티즈 뮤지컬의 밤',현대重 로봇 '핀업 디자인' 동상,"신보 ""올해 보증규모 29조5천억 초과""",국책금융사 대출.보증여력 50조 확대,우리는 라면 요리왕,[신현만 칼럼] 추운 겨울 오면 봄맞이 준비도 함께해야,"삼성 협력사, 국제인증 대거 획득",면세점 매출 외국인 '쑥'ㆍ내국인 '쏙',"우리銀, 3000억원 규모 후순위채 판매",[연말정산 이렇게] '손품'만 잘 팔아도…'13월의 보너스' 두둑해진다,日 내년 예산 규모 사상 최고 기록할 듯,"[절세미인] ""내가 모르는 상소재산 있나"" 궁금할땐…",월가 '다단계 금융사기' 일파만파,"반도체·자동차 앞다퉈 지원 … 2,3년후 '보조금 제소戰' 예고",中企 도산해도 경영권은 유지… 통합도산법 개정안 윤곽,[정보화로 불황 뚫는 中企조합] (2) 기업문서배송조합,보금자리주택 직할시공하면 4-5% 인하효과,라면의 변신,저소득층 휴대폰 요금 감면,"中 ""디플레위기 생각보다 심각""… 대책마련 비상",도요타도 '적자 늪' 빠지나… 99년이후 첫 반기 손실 전망,씨티씨바이오 사료용 효소 '씨티씨자임' 세계일류상품 선정,술 망년회 실종…차분한 연말 보내는 산업계,국책은행에 3조4000억 현금출자… 기업대출 늘린다,[통합도산법 개정방안] 회생신청기업 돈 빌리기 쉽게 신규대출에 우선 회수권 부여,[현승윤의 '월요전망대'] 빨라진 청와대 업무보고 주목,美 금융 피라미드 사기로 홍역,스페인 330억유로 경기부양책,노조의 경제학 … '노동비용'이 기업 살리고 죽인다,"캠코 ""외국자본 유치 부실정리펀드 조성""","G마켓, 정우성 화장품 '무슈J' 론칭",오바마팀 더 큰 부양책 검토…1조달러 달할 수도,[주간펀드시황] 국내주식형 수익률 돋보여 … 중국.브라질펀드도 선전,전세계 고용 빙하기…일자리 '꽁꽁',[성공을 부르는 '클릭' … 한경닷컴] 인터넷 뉴스 조직 대폭 보강 … 뉴스량 30% 늘렸습니다,"""외국인 일본내 주식거래 8년만에 매도 초과""",수건도 이젠 돈주고 사서 쓴다?,상장사 현금성 자산 '들쭉날쭉',면세점 내.외국인 매출 1년새 완전 역전,[사설] 세계 일류상품 개발만이 살길,[성공을 부르는 '클릭'… 한경닷컴] 언론사 닷컴 최초로 사이트서 주식 바로 매매,OEM 수입식품 원산지표시 강화,볼보코리아대표 이사 김철호씨,"정부, 내년 성장률 2%대로 하향 전망","짐바브웨, 5억 달러짜리 지폐 발행","""美 주가·집값 20% 더 떨어진다""",얘기 나누는 강만수 장관,세계 자동차업계 덩치 줄어든다,[성공을 부르는 '클릭' … 한경닷컴] 재테크·생활경제 정보 강화… 삶의 질을 한단계 높이세요,경유 소비자가격 ℓ당 1천200원대 하락 초읽기,"中 관리 ""내년 1.4분기에 저점찍고 안정성장세 회복""",실업공포 현실화…'이제 시작일 뿐',월가 최악 금융사기 피해 일파만파…거물들도 물려,"""공짜 수건은 옛말…이젠 돈주고 사야""","에콰도르, 금융위기후 첫 디폴트 선언","STX ""내년 매출 30조원 고지 달성""","리바트 디자인 공모전 수상작품 6점 선정… 한경후원,15일 시상식","캠코, 3조원 부실정리 펀드 추진","서울반도체, 세계1위 LED 업체와 특허소송서 이겨",中ㆍ인도 3G 이통서비스 허가 … 불황 휴대폰 업계 '단비',"신세계 ""여주 아울렛 매출 30%↑""",도요타.애플.구글 등 영향력있는 10대 기업,"도요타, 대형 투자 속속 보류","中 ""디플레위기 생각보다 심각""","백악관 ""자동차사 지원방안 아직 결정안돼""",美ㆍ日 이번주 추가 금리인하할 듯,LG전자 '아이스크림폰 2' 출시,"한 ""한미FTA비준안, 금주중 외통위 상정""",미국 파산은행 25개로 늘어,헉! 특급호텔 日食 1인분에 30만원,183개 국내 기업 회사채 '투기등급',[성공을 부르는 '클릭' … 한경닷컴] 인터넷 디자인·편집 더욱 쉽고 편리하게…,골드만삭스의 '황당한 유가전망' … 배럴당 200달러 → 30달러,송년회 1차까지만 '업무의 연장' … 판례로 본 사건ㆍ사고 유형,신용대출 최저금리도 5%대로 하락,"STX ""남미 신시장 개척…내년 매출 30조""",쏘울 캘린더 만들어 보세요,"""감사 때문에…"" ""선례 없어서…"" 이런 공무원 처벌한다","산업은행 ""합성 CDO로 신용위기 재발 가능""",'백수+半백수' 317만명 … 1년새 17만명 증가,"우리銀, 대규모 임원 인사 단행","삼성전자, 협력업체 임직원 맞춤형 교육","여행업계, 내년 공휴일 줄어 '근심'",[성공을 부르는 '클릭' … 한경닷컴] 국내 최대 경제지식 데이터베이스 구축,"홍준표 ""경제살리기 법안 최우선 처리""",기름값 1200원대로,2009년 예산 일부 올해로 당겨 집행,"中, 세계경영ㆍ下放경제로 2차 개혁","중기청, 어린이경제ㆍ창업캠프 16~22일 개최",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.03.19,"럭키스닷컴, 로또복권 응용한 이색이벤트 실시","LGIBM, 센트리노 노트북 출시","전자거래진흥원, e트러스트 마크 부여",경제위기 대책협의,국제유가 10% 가까이 하락,국제 금값 소폭 상승,국제 금값 소폭 상승,오라클 분기 매출 2년만에 첫 증가,국내최대 '대구섬유박람회' 20일 개막,"알리안츠, 드레스트너 은행장 전격 경질",기업 83% '단기전은 경제에 긍정적',[상공의 날 금탑산업훈장 수상자] 동국제강 장세주 회장,"[뉴욕환시] 달러화, 엔화 대비 1개월來 최고치",DDR D램.SD램 상승폭 확대..亞현물시장,원유 선물가 시간외거래서 소폭 반등,"동양매직, 4단계 필터 공기청정기 출시",쿠웨이트 호텔업계 등 전쟁 특수,고 정주영회장 2주기 조촐하게 치러질듯,"FOMC, 연방기금금리 1.25% 유지 결정","`2분기 수출경기 소폭상승, 채산성은 악화'",日 2월 철강생산 전년동기비 6.5% 증가,"중기청, 해외시장 개척요원 모집","공정위, 직원임용놓고 작은 '내홍'","중진공, 인터넷쇼핑몰 창업경진대회 개최","美, 테러 대비 금융시장 보안태세 완비",연료첨가제 부적합 제품 증가세,"""日-美, 금융위기시 공동대처 합의"" .. 日관방장관","""WTO, 브라질에 對加 무역보복 허용"" .. 타협모색 조짐",에쓰-오일 김선동 회장 사의표명,기업연금 4人 사업장까지 확대.. 노동부,"""중동시장 선점 절호의 기회""..이선인 KOTRA 中東.阿본부장","터너 ""AOL타임워너 이사직 유지할 수도""",이달 가계대출 증가세 주춤,김선동 에쓰오일회장 거취 관심..사의표명.아람코 입장 주목,2.4분기 기업채용 증가 전망,"美 건설업계, 전후 이라크 재건사업에 눈독","타이어업계, 고무가격 인상으로 `울상'",북미 반도체장비업계 지난달 수주 5.8% 증가,SK글로벌 해외빚 30% 신디케이트론,상품권 등 14개 업종 중요정보고시 실태조사,"TSMC, 수요 증가때까지 투자 억제",선박 도장 기술 `뭉치면 산다',제30회 상공의 날 기념식..206명 포상,"유창무 중기청장, ""인력문제 해결에 중점""",위장가맹점 이용 탈세 480곳 추적조사,국제유가 속전속결 전망으로 9.3% 폭락,"貿協, 이라크戰 비상대책반 본격가동",중동 취항 각국 항공사 줄줄이 운항 취소.축소,일본 171일분 원유 비축..PAJ,이라크戰後 복구사업 관심 고조..기업들 수출규모.건설수주 확대예상,[표] 세부원칙 2차초안 및 주요국 제안,[이라크전 '초읽기'] 각국 현지표정 : 중국 .. 유가 급등 노심초사,[이라크전 '초읽기'] 호텔.비행기표 무더기 취소사태,국제유가 급락..두바이유 25달러대,"정부, ""DDA농업협상 2차초안 수용 어렵다""",[이라크전 '초읽기'] G7 '금융시장 안정방안',[이라크전 '초읽기'] 각국 현지표정 : 일본 .. 물류 비상대책 부심,"'바이어 73%, 한국상품 수입계획 변화없다'",쿠웨이트.터키증시 상승...이라크 디나르화 급락,"제일모직, 난연ABS수지 사업 확대",[이라크전 '초읽기'] 美 국채가격 계속 하락..'3년 채권버블' 끝나나,"한보철강 인수용 해외펀딩 성공..AK캐피탈, 악재 불구 3억弗 유치",에넥스 고객 사은행사,국제전시회 유치경쟁 거세진다,"카스, 전자저울 日국가인증 획득","경총 ""高임금구조 우려"" .. 1인당 소득대비 임금 美.日.대만 앞질러","""지속가능산업기금 조성을""..노기호 LG화학 사장","""한국 경제, `지독한 폭풍'에 휩싸여"" .. FT","美주택신축, 예상외 급락..'경제불안'확산 뒷받침","DDR D램 보합, SD램 상승",행정기관 회계 '엉망' .. 12곳 30억 유용 적발,"섬유업계, 전시회 마케팅 활발",레드볼 받으세요,에릭슨 신임 CEO 추가 감원 시사,현대아산 임직원 정주영회장 묘소 참배,"동부그룹, 비오너 회장 4명 동반 퇴진","메릴린치 ""전후에 유가 급락 없다""",한국 등 亞 각국 뒤늦은 증시부양책 빈축,"IMF ""우루과이 부채 전면 재조정 필요""",전국 어음부도율 10개월래 최고,"S&amp;P, 美-英-獨 11개 항공사 등급전망 하향",[이라크전 '초읽기'] 두바이油 11% 급락...원자재값 안정,[이라크전 '초읽기'] 각국 현지표정 : 미국 .. 월가 보복테러 대비,"기업銀, 중기 긴급경영안정자금 3천억 지원","현대미포조선, PC선 6척 수주","경제5단체, 집단소송제 원칙수용-노사대타협 선언","""UMTS, 기존 휴대전화보다 수익성 낮아""..日NTT도코모",상반기 세계일류상품 45개품목 선정,"WTO, DDA농업협상 세부원칙 2차초안 제시",코카콜라 레드볼 이벤트,어음부도율 10개월래 최고,올해 평판TV 판매대수 118% 증가 전망,"""수입통관시간 1시간 빨라져""",현대시멘트 부회장 김광용씨,[상공의 날 금탑산업훈장 수상자] 다다실업 박부일 회장,"재벌-금융분리 TF, 출발전부터 '삐거덕'","기술벤처부품업체, 미국 순회 수출상담회",접대비 적을수록 외인지분율.수익성높다,"""전쟁시 유가폭등 없을 것"".. 印尼석유장관",장세주.박부일회장 '금탑산업훈장' 수상,"펀드 매니저,세계경제 비관론 확산.. 메릴린치","외국계 은행, 대출 억제할 듯","민경훈 두산건설회장, 두산중 대표이사 사임","臺 ECS, 599달러짜리 노트북 출시","""농촌주택 양도세 비과세, 요건 갖춰야 가능""",세계 반도체장비 BB율 지난달 1.0 육박,"泰 항공, 쿠웨이트행 운항 전면중단","동양화재, 연인위한 커플보험",중소업체 'CeBIT'에서 6천만달러 계약고 올려,"""日 소니,전자.게임.영화사업 분사해야""",국제금값 전쟁 임박으로 소폭 상승세,"WTO, DDA 농업협상 세부원칙 2차 초안 제시","중기청, 이라크戰 비상대책 마련",정부조달 우수제품 디자인전.. 첫날 2만여명 관람 '성황',D램 예비판정 임박..'통상전쟁' 터지나,"컴팰, 올해 노트북PC 500만대 출하 목표",2대걸쳐 산업훈장 받은 장세주 동국제강 회장,"재경부, 과장급이상 '다면평가'실시",中 승용차 수입 큰폭 증가 .. 수출의 70배,"예산처, 재정기획국 재정기획실로 확대",원유 선물가 시간외거래서 2.4% 반등,이라크 바이어 데려온 KOTRA 중동본부장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
