날짜,시가,고가,저가,종가,거래량
2019-06-28,29300,29550,28650,28950,237268
2019-07-01,29100,29400,28400,28500,233660
2019-07-02,28250,29800,28200,29000,384554
2019-07-03,29300,29300,28350,28550,264976
2019-07-04,28550,29150,28500,28850,131863
2019-07-05,29000,29200,28600,29050,126249
2019-07-08,28800,29300,27600,27950,260711
2019-07-09,27850,28700,27700,27700,184764
2019-07-10,27750,29150,27750,28600,287805
2019-07-11,28600,29850,28600,29850,290271
2019-07-12,29500,29800,28350,28500,397232
2019-07-15,28800,28800,28000,28150,188563
2019-07-16,28150,28400,27900,28250,147086
2019-07-17,28100,28150,27450,27550,166749
2019-07-18,26950,27450,25750,27000,462908
2019-07-19,27000,28300,27000,27800,216773
2019-07-22,28000,28000,27200,27750,82836
2019-07-23,27750,28200,27300,27350,137128
2019-07-24,27350,27700,27150,27150,125235
2019-07-25,26900,27100,26350,26550,136106
2019-07-26,26000,26500,25150,25250,326307
2019-07-29,25000,25500,24300,24350,283671
2019-07-30,24300,25500,24300,25250,212539
2019-07-31,24800,25350,24350,25000,148721
2019-08-01,24600,25600,24450,24800,134212
2019-08-02,24150,25350,24150,24800,99501
2019-08-05,24500,24700,22300,22300,289040
2019-08-06,21150,24000,21150,22500,427754
2019-08-07,22500,23750,22500,23450,175381
2019-08-08,23500,26000,23350,26000,232391
2019-08-09,25000,25050,23050,23150,483862
2019-08-12,22900,23400,22500,23050,127546
2019-08-13,22100,22600,21200,22150,375401
2019-08-14,22400,22600,21250,21400,302913
2019-08-16,20950,21250,20400,21000,241257
2019-08-19,20900,21650,20600,21400,217041
2019-08-20,21150,21550,21100,21350,141306
2019-08-21,21350,22500,21200,22450,230229
2019-08-22,22450,22450,21400,21600,301137
2019-08-23,21400,21650,21000,21250,143441
2019-08-26,20600,20850,19300,19450,527359
2019-08-27,19600,20300,19550,20000,223649
2019-08-28,19950,20900,19900,20800,171287
2019-08-29,20800,21150,20600,20750,134345
2019-08-30,21150,21650,21000,21200,147455
2019-09-02,20850,22200,20850,21900,194960
2019-09-03,21800,22450,21700,21750,140789
2019-09-04,21950,22350,21550,22200,113154
2019-09-05,22450,22550,21900,22300,106122
2019-09-06,22400,22650,21850,21850,70760
2019-09-09,22100,22350,21850,22150,108343
2019-09-10,22150,22750,22100,22600,175239
2019-09-11,22550,23500,22400,23500,230595
2019-09-16,23050,23250,22500,23000,155178
2019-09-17,23050,23200,22450,22750,119104
2019-09-18,22800,23350,22600,22750,117321
2019-09-19,22800,23100,22400,22550,107572
2019-09-20,22600,27550,22250,24200,2022021
2019-09-23,24400,24950,24150,24500,433756
2019-09-24,24500,24700,23700,23750,249813
2019-09-25,23500,23700,22550,22700,226677
2019-09-26,22850,24300,22850,23700,327291
2019-09-27,24000,24450,23750,23900,195906
2019-09-30,24100,24200,22850,23050,236607
2019-10-01,23200,24200,22800,24200,215461
2019-10-02,23600,23850,23200,23200,235928
2019-10-04,23250,23250,22450,22850,181631
2019-10-07,23000,23700,22850,23400,194442
2019-10-08,23400,23900,22900,23800,148848
2019-10-10,23550,23700,23000,23550,150525
2019-10-11,23800,25200,23650,23950,474910
2019-10-14,24350,25850,24150,25650,558471
2019-10-15,25600,26700,25350,26000,425303
2019-10-16,26150,26500,25750,25800,169610
2019-10-17,26150,26300,24800,25250,221089
2019-10-18,25200,25200,24350,24750,218737
2019-10-21,24850,25450,24400,24900,243871
2019-10-22,25100,26550,24850,26400,513743
2019-10-23,26700,26800,25850,26350,326506
2019-10-24,26450,26750,25800,26400,203440
2019-10-25,26450,26550,25550,25850,188961
2019-10-28,26200,26700,25900,26000,302018
2019-10-29,26000,26100,25500,25700,216804
2019-10-30,25900,26900,25700,26750,491262
2019-10-31,27000,27000,26400,26750,290557
2019-11-01,26900,27500,26650,26900,361597
2019-11-04,26900,27300,26800,27050,166356
2019-11-05,27150,27150,26500,26900,154367
2019-11-06,26900,27050,26300,26500,193562
2019-11-07,26200,26900,26150,26650,132801
2019-11-08,26700,26800,24700,25400,499115
2019-11-11,24900,26100,24850,26050,199545
2019-11-12,25900,26200,25400,26150,142238
2019-11-13,25900,26400,25500,25550,125815
2019-11-14,25600,25700,24850,25400,156877
2019-11-15,25400,25550,25000,25400,99995
2019-11-18,25550,25850,25200,25450,97726
2019-11-19,25400,25600,24750,24850,144043
2019-11-20,25050,25100,23950,24300,161294
2019-11-21,24150,24500,23350,23800,158884
2019-11-22,23800,24450,23800,24050,101893
2019-11-25,24400,25100,24200,24950,150776
2019-11-26,25350,25350,24600,25150,101890
2019-11-27,25300,25300,24650,24950,72173
2019-11-28,24950,25100,24550,24600,67522
2019-11-29,24600,27000,24300,24850,705130
2019-12-02,24850,25500,24750,24800,116471
2019-12-03,24650,24750,23750,24300,165865
2019-12-04,24250,24800,24100,24400,89504
2019-12-05,24200,24800,24200,24400,80400
2019-12-06,24600,25750,24050,25500,200115
2019-12-09,25700,26250,24800,25100,196271
2019-12-10,25100,26000,25000,25550,156763
2019-12-11,25500,26000,25350,25350,88349
2019-12-12,25350,25900,25250,25450,144774
2019-12-13,25700,26400,25700,26250,168192
2019-12-16,26300,26300,25400,25900,127645
2019-12-17,26100,26400,25800,26200,82943
2019-12-18,26150,26450,25850,26200,99819
2019-12-19,26200,26550,25800,26150,93434
2019-12-20,26400,26400,25950,26100,55552
2019-12-23,26300,26350,25850,26150,75549
2019-12-24,26100,26400,25900,26000,87561
2019-12-26,26000,26500,26000,26500,122516
2019-12-27,26350,26800,26050,26750,108407
2019-12-30,26200,27700,26200,27350,357012
2020-01-02,27250,27700,26500,27500,224040
2020-01-03,27600,28800,26600,28400,563162
2020-01-06,28400,30500,28000,30000,1141917
2020-01-07,30500,31200,29500,30750,634303
2020-01-08,30750,30950,29400,30550,457119
2020-01-09,31200,32250,30800,32050,500618
2020-01-10,32050,32050,31050,31750,219049
2020-01-13,32350,34850,32200,34700,1145821
2020-01-14,35100,36750,34450,35000,568891
2020-01-15,35100,35950,34500,35800,288280
2020-01-16,35750,35750,34600,35150,323680
2020-01-17,35100,35300,34350,34950,241874
2020-01-20,34950,35600,34300,34450,266582
2020-01-21,34350,34550,33100,33300,359966
2020-01-22,33200,34500,33100,33950,231387
2020-01-23,33000,33950,32900,33300,235061
2020-01-28,30500,32300,28000,31300,752471
2020-01-29,31300,33150,31300,32750,300269
2020-01-30,32750,33250,31900,32550,237379
2020-01-31,33000,33350,31600,31600,242343
2020-02-03,30400,34250,30400,33950,454352
2020-02-04,33650,35050,33250,34200,261373
2020-02-05,34250,34700,33400,33500,175969
2020-02-06,33950,34350,33000,33650,193934
2020-02-07,33800,34550,33250,33900,143567
2020-02-10,33300,33300,32650,32650,164585
2020-02-11,32650,33200,31850,32000,248802
2020-02-12,32200,32900,32050,32700,160443
2020-02-13,32850,33500,32400,33200,242917
2020-02-14,33200,33250,32450,32650,114880
2020-02-17,32650,34950,32000,34600,424372
2020-02-18,34700,35350,33950,34050,259913
2020-02-19,34100,34650,33150,33900,151941
2020-02-20,33750,33750,32700,32900,195634
2020-02-21,32500,32650,31050,31050,298120
2020-02-24,30100,31400,29400,30050,402842
2020-02-25,30050,31100,29800,30600,222417
2020-02-26,30200,32450,29900,31750,277212
2020-02-27,32000,33750,31500,32000,448357
2020-02-28,31600,32050,30000,30300,295035
2020-03-02,30550,31300,29300,30900,307466
2020-03-03,31450,31900,29650,29950,393072
2020-03-04,29800,30300,29050,29700,416340
2020-03-05,30000,30050,29000,29100,305440
2020-03-06,28100,28850,25950,26450,1036503
2020-03-09,25600,25750,24700,25100,542646
2020-03-10,24600,25750,24400,25300,334610
2020-03-11,25350,26550,24900,25150,571946
2020-03-12,25050,25050,22700,23250,528861
2020-03-13,21100,24000,20500,22700,482022
2020-03-16,23000,23750,21750,22200,278885
2020-03-17,20700,22850,20700,22400,254009
2020-03-18,22450,23200,21000,21000,310288
2020-03-19,21650,22300,18950,19550,442647
2020-03-20,19650,21450,19350,21350,278436
2020-03-23,19900,20100,19000,19450,263535
2020-03-24,19900,21800,19450,21400,276303
2020-03-25,22100,24650,21900,24650,443802
2020-03-26,25350,26900,24300,24650,491865
2020-03-27,25850,25900,23550,24400,324990
2020-03-30,23300,24000,22650,23800,231466
2020-03-31,24050,24300,23250,24050,300035
2020-04-01,23900,24650,23100,23100,259274
2020-04-02,23300,24100,22850,24100,143869
2020-04-03,24100,24150,23250,23650,163565
2020-04-06,23900,25000,23500,25000,249158
2020-04-07,25650,26000,24700,25300,210131
2020-04-08,25050,26900,24800,26250,387566
2020-04-09,27000,27050,26100,26550,207071
2020-04-10,26550,28900,26100,28900,708254
2020-04-13,28900,29800,28000,28000,477031
2020-04-14,28600,29100,27900,28900,245061
2020-04-16,29550,30800,29300,30550,582642
2020-04-17,31300,31400,29800,30850,430579
2020-04-20,30950,30950,29600,29600,423534
2020-04-21,29150,29150,27950,28700,491120
2020-04-22,28000,29250,27800,29250,239240
2020-04-23,29300,29450,28800,29150,138419
2020-04-24,28900,28900,27750,28050,206180
2020-04-27,28350,29100,28000,28850,194223
2020-04-28,28850,30500,28450,29550,386562
2020-04-29,29600,30000,29000,29650,201966
2020-05-04,28750,30300,28700,29850,290853
2020-05-06,30750,30900,30000,30600,248094
2020-05-07,30600,30950,30150,30950,190531
2020-05-08,31500,31550,30400,30600,300049
2020-05-11,30100,30650,29800,30050,214296
2020-05-12,29900,30000,29100,29400,197160
2020-05-13,28800,30700,28450,30650,230315
2020-05-14,30150,31500,30050,30500,372099
2020-05-15,31350,31350,29400,29500,293884
2020-05-18,29600,30650,29300,30450,205493
2020-05-19,31350,33200,30850,33200,1140274
2020-05-20,32800,33600,31950,33500,490496
2020-05-21,33600,33600,32650,32900,254561
2020-05-22,32800,32800,31200,31500,322670
2020-05-25,31300,31750,30700,31400,240654
2020-05-26,31500,32150,31000,32100,239713
2020-05-27,32400,32950,31900,32150,277635
2020-05-28,32300,32450,30200,30300,393929
2020-05-29,30500,30750,29500,29600,277530
2020-06-01,30650,31850,30100,30450,686615
2020-06-02,30150,30600,29900,30250,288120
2020-06-03,30500,30950,30150,30450,270425
2020-06-04,30500,30600,29850,30050,344012
2020-06-05,30000,30250,29600,29900,291327
2020-06-08,30250,31900,30100,31850,613440
2020-06-09,31900,32000,31250,31850,364557
2020-06-10,31850,32450,31500,31950,310168
2020-06-11,32250,32750,31800,32000,393610
2020-06-12,30100,30850,29650,30400,411432
2020-06-15,30150,30600,28550,28550,414211
2020-06-16,29400,30400,29100,29750,261867
2020-06-17,29550,30200,29050,29700,200588
2020-06-18,29500,29850,29250,29600,144399
2020-06-19,29750,30000,29150,29800,156447
2020-06-22,30000,30850,29850,30450,253957
2020-06-23,30600,31400,30000,31200,341798
2020-06-24,31500,31550,30950,31500,254978
2020-06-25,31200,32800,30800,32500,676127
2020-06-26,33100,34400,31950,33850,842622
2020-06-29,35250,41000,35000,37000,4349566
2020-06-30,37450,42750,35550,37250,5841435
2020-07-01,37900,38550,35550,35600,1038657
2020-07-02,35600,40750,35450,39450,3682110
2020-07-03,39100,40500,38150,38750,1391222
2020-07-06,39350,39850,38350,39200,584828
2020-07-07,38850,39000,37800,38600,544592
2020-07-08,38800,40600,38700,40400,1408159
2020-07-09,40750,41750,39400,39600,719118
2020-07-10,39650,39800,36700,38350,775502
2020-07-13,38700,39250,37500,38250,408220
2020-07-14,37800,39000,37550,38750,383678
2020-07-15,39000,39250,37250,37450,406235
2020-07-16,37650,38250,37200,38000,271934
2020-07-17,38350,39850,37550,39650,536336
2020-07-20,39850,40600,39100,40000,451172
2020-07-21,40700,40700,38950,39000,385836
2020-07-22,39000,39100,38050,38350,261924
2020-07-23,38150,39650,37650,38850,347345
2020-07-24,38500,39150,37650,38300,254186
2020-07-27,37950,39100,37600,38700,204312
2020-07-28,38750,39400,38450,38950,279046
2020-07-29,39150,40500,38550,40400,568401
2020-07-30,40550,40550,39300,39450,417804
2020-07-31,39600,41200,39250,40700,473782
2020-08-03,41500,43200,41150,42650,1057129
2020-08-04,42800,43800,42000,42950,451082
2020-08-05,43000,45000,42500,45000,602603
2020-08-06,45000,46000,44200,45050,447910
2020-08-07,44950,45350,43750,43950,426223
